track_name,artist_name,valence,energy,danceability,tempo
About Damn Time,Arctic Monkeys,0.5775148732190558,0.5598325793749553,0.5552210914519878,126.20230796354289
Believer,Bad Bunny,0.32686403440191286,0.2653711526877846,0.80779386107204,160.01060197355898
Perfect (Remix),Ariana Grande,0.6668467655216636,0.2977180363646662,0.48317168066683397,138.43637747192417
Save Your Tears,Justin Bieber,0.3291955760133472,0.6504748298991411,0.49533798541986246,104.65313920567142
Montero,Queen,0.3358671834135727,0.6759004491149675,0.7097654573428914,112.00477585191835
Photograph (Radio Edit),The Weeknd,0.31198374929009903,0.43532375664645473,0.600999024356988,92.54344119967288
Stay,J Balvin,0.47387430463028274,0.4163552942181559,0.8618523194842967,100.54019224812811
Drivers License,Ariana Grande,0.4370166534538474,0.41879706017505586,0.7355006907329628,145.24446197928077
Good 4 U (Acoustic),Post Malone,0.7276606055159256,0.8194296431097359,0.9369727542550582,114.44475540128329
Starboy (Live),Kendrick Lamar,0.19093624532622988,0.2608458956202329,0.7553135671443815,92.27787342962012
Closer (Acoustic),J Balvin,0.4121630844894641,0.9359884446998581,0.9260713455465154,81.05582730728158
Photograph,Adele,0.4193784046344075,0.3135029438401524,0.5390696836052442,90.56622374456478
Thunder,Adele,0.744969750499159,0.6319600117364518,0.7513144255109789,103.9493390353059
Paint The Town Red (Acoustic),Taylor Swift,0.6480399584370606,0.529748957748583,0.9336181728324718,120.07436939897147
Bad Guy,Bruno Mars,0.7850618387338136,0.4847436343845426,0.8592558558619653,112.06913916278698
Dance Monkey (Remix),Anitta,0.3212643487593931,0.2195973397183957,0.4908695651358231,133.96964047637596
Industry Baby,Queen,0.8008997832357483,0.36281986774340225,0.8021344712186326,101.28339429066777
Industry Baby (Radio Edit),Rihanna,0.5855765345892076,0.5063223440892952,0.9241420562163208,144.5290704861295
Die For You,Eminem,0.361570700017049,0.822432420590374,0.7583146297999345,117.2731069490327
Closer,Drake,0.22846505578729256,0.6321645514095419,0.8821810046166749,129.16599445085103
Love Yourself,David Guetta,0.8269567874682507,0.5932676791430268,0.6727617342913904,109.59615003263161
Bad Guy (Live),Beyoncé,0.3345642470688098,0.4392435632097586,0.7688260513542444,140.33873473069687
Someone You Loved (Remix),Drake,0.4223524235004142,0.7436370784357816,0.44732268594618807,93.455398926523
Starboy (Remix),Lady Gaga,0.40884306563241835,0.5585851199171019,0.6891840798313043,95.32099619612556
Someone You Loved,Ed Sheeran,0.5774438679561503,0.7862259867184143,0.6465204018386874,100.60965645069653
Starboy (Live),David Guetta,0.28500955983894416,0.32137631847332565,0.8475783675420399,143.51869462675552
Cruel Summer (Radio Edit),Dua Lipa,0.7824059410796327,0.5563019405522143,0.818266720536511,115.25839963515679
One Dance,Ariana Grande,0.4529237698821357,0.8248743848164423,0.9604347719469793,101.03219311796136
Heat Waves,Rihanna,0.8713098521431718,0.561766194150908,0.6203183372579419,116.0718952858347
Cruel Summer,Beyoncé,0.39774797501111736,0.15541909446009378,0.8508051607692002,123.43999117660555
Bad Guy (Remix),Queen,0.6977107654072465,0.5378343670686279,0.6103177415074985,98.458996849101
Montero,Justin Bieber,0.18898524933067357,0.4791156849085607,0.6005371715999476,123.19129904050548
Die For You (Acoustic),Lady Gaga,0.797891991088843,0.5341415249007295,0.5288701863621373,117.27803107807189
Starboy (Live),Anitta,0.900855661226696,0.6073931343063093,0.8880262994622916,109.8828593019603
Thinking Out Loud,Bad Bunny,0.00856140171846572,0.8573683787469106,0.7746548648665186,94.67322623548257
About Damn Time (Acoustic),Bad Bunny,0.4837654078967339,0.443049003337743,0.7557318121787928,137.77088859346898
One Dance,Katy Perry,0.45382457181055064,0.5718346105332963,0.6296855941869431,110.6240381707688
Peaches (Radio Edit),Shakira,0.07399517626464262,0.6069420829139887,0.8991932795358724,61.3060018222241
Dance Monkey (Live),Beyoncé,0.4299031674008502,0.7311018836417515,0.9571180642219257,127.12040525807653
Levitating (Remix),Bad Bunny,0.33339045662197353,0.4229004118048716,0.9104614474167727,127.61844361563875
Shape of You (Acoustic),Calvin Harris,0.34040599405013955,0.41472072303904217,0.8606216049942981,138.65852942752483
One Dance (Acoustic),Justin Bieber,0.7422852504519634,0.23756773151230282,0.7396344402256889,128.26464461448992
Starboy,Billie Eilish,0.33078565197209914,0.7033777179413588,0.6595218175717699,122.7683577717023
Creepin' (Acoustic),Eminem,0.8653593103620248,0.7086022358598671,0.8959217425572683,110.26254423560515
Senorita,Ariana Grande,0.3118255399067114,0.2900351062179966,0.5183404464053597,110.32030180784685
Stay (Acoustic),Queen,0.5908938137470828,0.6431668262599518,0.7175000024812681,133.51703300002453
Paint The Town Red,Billie Eilish,0.15093542708670377,0.7268550293276648,0.9487646879299174,116.86443370131784
Greedy (Radio Edit),Bruno Mars,0.419691184964604,0.6023352540483699,0.740164596091362,91.2544102486068
Strangers (Radio Edit),Imagine Dragons,0.28863120673897513,0.12997938056579303,0.7597702314724328,113.11612580740862
Cruel Summer,Shakira,0.5366581206012198,0.7208985158500635,0.764509042279001,118.91505931977828
Senorita,Adele,0.6689030226461321,0.23622139597278152,0.7310641561045454,80.18698999478447
Kiss Me More,Maroon 5,0.406483399793577,0.48776590588197594,0.42398184557406,134.9355037658705
Believer,Taylor Swift,0.09873392337642493,0.60745252215154,0.5550623093456002,120.01284389907934
Dance Monkey,David Guetta,0.4054825359591554,0.5674932443293886,0.598935740945849,92.74407671556688
Dance Monkey (Acoustic),Lady Gaga,0.5728741369865,0.27395094486373367,0.8990235982936312,114.05119334093283
Shallow (Live),Justin Bieber,0.2308787537104812,0.5234599432718017,0.4628914402602999,117.95440161634758
Anti-Hero (Radio Edit),Rihanna,0.5822933116494846,0.6462909636401066,0.6139592953919861,138.91888569180685
Love Yourself,Post Malone,0.16350081884393608,0.3907502560872664,0.713785100090067,138.34323268563747
Paint The Town Red,Ed Sheeran,0.30108150065842726,0.6742624729541298,0.6499143231036767,141.56167070503034
Believer (Acoustic),Dua Lipa,0.5245766321318893,0.21894245839441376,0.5202753562747044,127.51775035584023
Rockstar (Acoustic),Shakira,0.41368946599537765,0.6096985315898389,0.7241813788335231,106.9306174029258
Havana,Shakira,0.6568344950216716,0.8496872383908065,0.795330092993995,101.85564958264993
Levitating (Live),Drake,0.05134079585533765,0.5360012801283537,0.6825290406594418,105.98582337363689
Good 4 U (Radio Edit),Queen,0.4898301460649727,0.23105661574919786,0.8041921114896946,118.68264558944708
Peaches (Acoustic),J Balvin,0.4272547413000051,0.7350090021653486,0.7446385041892201,119.49717384917645
Thinking Out Loud (Radio Edit),Beyoncé,0.6366449726577876,0.49658104415295845,0.843612164061757,140.57931695227188
Strangers (Radio Edit),Kendrick Lamar,0.6058256543482649,0.8707741814018254,0.6620755939068796,114.91305088473167
Levitating (Remix),Arctic Monkeys,0.5010783693665695,0.47960478884510166,0.6995047362248663,79.5250137685173
Closer (Live),Ariana Grande,0.668857348265762,0.4189121413056677,0.6378654611908428,96.14701658498716
Closer (Live),The Weeknd,0.020623157043743557,0.7954954608286564,0.835103836343726,100.48450354005898
Calm Down,Queen,0.22472079784559995,0.689261220305951,0.8068018714201814,100.46587439952833
Anti-Hero (Remix),Justin Bieber,0.30052629425707067,0.8953128878119123,0.4570265839234877,63.88527480299757
Thunder,Adele,0.6779774252780011,0.34218804741465425,0.5632452745121543,151.38921359548337
Closer (Acoustic),Bruno Mars,0.5658806663008037,0.46686298053131936,0.7972595028127645,76.34896565566405
Water (Remix),Rosalía,0.14248432414771958,0.7074429465744838,0.7057077123852734,108.52512271492537
Shallow (Radio Edit),Adele,0.4377523761189916,0.27484272578575525,0.5260294018900605,133.16792477659314
Calm Down (Live),Ariana Grande,0.5741596939979156,0.8959902743829685,0.8546018636594241,131.79347269818652
Perfect (Radio Edit),Ariana Grande,0.32334522584442693,0.47673117144667976,0.5266612903606799,90.6063273399823
Stay (Radio Edit),David Guetta,0.15036219921769423,0.45776233702006836,0.663347018276345,144.13479928207136
Dance Monkey (Acoustic),Drake,0.36858641934548836,0.5772325581283647,0.7406154597080261,141.22195901605596
Die For You (Live),Kendrick Lamar,0.871100547351077,0.42637248565590485,0.95494682386956,116.37166885515995
Havana,Arctic Monkeys,0.924468760218113,0.7948554222587272,0.7514142309269175,120.54502899732269
One Dance (Live),Eminem,0.4569667082153499,0.7285976123431356,0.8529368203834872,101.72567451968145
Levitating,Billie Eilish,0.4328449836002325,0.36622299180101364,0.7334781103537594,125.04835045574228
Shape of You,Anitta,0.5735812352606291,0.5480682175207611,0.7437891634411489,124.5233180972675
Calm Down (Radio Edit),Calvin Harris,0.519739390922109,0.6505409721525937,0.6844523083556796,110.26563996241705
Dance Monkey,Bruno Mars,0.22478950304583786,0.6356004146552962,0.9066132368139617,132.91089360516762
One Dance,Anitta,0.18471141606823938,0.5089368069822818,0.9188578547269292,126.63023430305164
Paint The Town Red (Acoustic),Drake,0.749416027304169,0.1919949764404921,0.6251675693564714,184.26614795267096
Levitating (Live),Coldplay,0.17091850370525588,0.5169044466976048,0.8873558050243809,101.96679148467447
Kill Bill,J Balvin,0.8674454476948016,0.8790922355931117,0.7736920820421527,146.65809086028327
Calm Down,Imagine Dragons,0.10207720435984184,0.6104182602623263,0.7317893035024258,102.95368179956654
Greedy (Radio Edit),Imagine Dragons,0.866272666119163,0.5508429976743247,0.8274220337621755,130.54894340007058
Levitating (Acoustic),Drake,0.3750042546131254,0.5206080532191604,0.6589204011097026,68.01143358121736
Save Your Tears,Drake,0.08198224291117921,0.4392836774108245,0.4572519978223635,109.75292782609037
Kill Bill,Anitta,0.7217774266877539,0.6387986715725822,0.8745001938840308,129.44134302644352
About Damn Time (Acoustic),Lady Gaga,0.5527466750314622,0.7169305848688724,0.7155325737442002,124.79822220519799
Good 4 U (Acoustic),Justin Bieber,0.5397833224253171,0.23805403945761505,0.6637128840428843,79.89731747727974
Paint The Town Red (Remix),Eminem,0.45891807172473625,0.4348212929068507,0.8105701331873294,111.76222302384392
Starboy,Coldplay,0.44379443659233186,0.31323854192051465,0.673268883064108,149.53435431211292
Shape of You,Kendrick Lamar,0.3223077778784459,0.3729908444463388,0.6266364586745865,140.57889087273142
Heat Waves (Live),Coldplay,0.4282521278854373,0.8465383992134979,0.7489970415835034,139.20923726361755
Flowers,Justin Bieber,0.5256960731150283,0.7705807624131469,0.7696375071037483,167.044068475759
Love Yourself (Remix),David Guetta,0.15315072122654783,0.6983255385803084,0.7846220568330982,85.10193570017947
Save Your Tears,Eminem,0.6659165889926362,0.5355455102136759,0.8493994830593053,112.11171657354582
Die For You (Remix),Beyoncé,0.31471833648978415,0.27313655294100503,0.8795029732958084,120.6214608375706
Strangers (Radio Edit),Calvin Harris,0.0736190573418908,0.4092631108842712,0.9241160172150595,105.37627454062991
God's Plan,Queen,0.42588697112574037,0.7672446049232214,0.6131741205498423,122.49734795899113
Senorita,Arctic Monkeys,0.5203271223784769,0.4042847016634801,0.8526331785151814,146.01960280756816
Save Your Tears,J Balvin,0.30407841904105903,0.16352151245589924,0.6827976952529451,122.20647699909965
Save Your Tears,Kendrick Lamar,0.2514187060988534,0.40974424579685537,0.8130810862754655,75.92052639723967
Greedy (Acoustic),Taylor Swift,0.1704595482578861,0.3530436585775493,0.7213990272445842,133.5381613294842
Water (Acoustic),Imagine Dragons,0.4018206368702751,0.4553156398848948,0.8903081239850879,119.7001455894731
One Dance (Remix),Adele,0.2153638767272868,0.2785338186768887,0.8560522091280459,76.41459854791992
Shallow,Bruno Mars,0.29537369464826,0.35497986364104467,0.9232152121469006,107.68995512448068
Strangers,Post Malone,0.2638989021672578,0.5523602197684363,0.8161335115662713,85.28600210913186
Levitating,Maroon 5,0.17511397607063817,0.6065452393798029,0.5579947966444098,114.2434581444893
Someone You Loved,Adele,0.7926567951405198,0.7176259550415095,0.8140847497267748,109.92134976220576
Senorita,Shakira,0.39024649603584155,0.45222093326792184,0.8231372399029694,89.49706833854476
Heat Waves,Calvin Harris,0.8480354280584896,0.49951058037200063,0.7035496791141654,125.02072273637063
Levitating (Acoustic),Rihanna,0.34976409711822504,0.8854902922536885,0.9657799502672229,98.34627209623787
Kiss Me More,Queen,0.6747080032928741,0.725225107357124,0.7662160109648122,146.48069082522292
Die For You,Eminem,0.7419619638234982,0.5584758665226911,0.7735471840081618,123.36390879584219
One Dance (Remix),Imagine Dragons,0.8121762295920545,0.7373800328057739,0.6890869653684594,114.78366671784485
Good 4 U (Radio Edit),Bad Bunny,0.5554915052092941,0.5116576800309273,0.8257287977446297,145.0813878291763
About Damn Time (Live),Adele,0.3854339123840556,0.6283482686747571,0.9595963809721771,125.20484564379886
Drivers License,Shakira,0.5462779819226876,0.5170279298536421,0.4335479797599837,126.9320681988182
Senorita (Acoustic),Billie Eilish,0.5374130856583297,0.33624640276179757,0.7050948183142491,118.69970655078855
Paint The Town Red,Imagine Dragons,0.29850136703711566,0.6188329519297028,0.7759965660220942,113.72646072817216
Save Your Tears (Radio Edit),Drake,0.4599408339844254,0.9434603343004909,0.7349795718440981,128.08363593536012
Greedy (Acoustic),Rihanna,0.29844648536985885,0.8176862442746282,0.7618044362764491,150.48041767546025
Senorita,Maroon 5,0.798000143472756,0.3536234651248715,0.90576891385291,60.0
Senorita (Live),Bad Bunny,0.10052708158778899,0.3146863083122906,0.8830975082108289,157.36563607964146
As It Was,Eminem,0.5126412017828089,0.3260069177329845,0.9597211110249358,99.83897685129327
Someone You Loved,Coldplay,0.254503950180589,0.32359519237935713,0.6648441333567254,123.84843061346865
Shallow,David Guetta,0.5408289906263876,0.3595670419573357,0.9524253229330326,85.65940357930572
Perfect (Acoustic),David Guetta,0.3947752038680594,0.5924074213429145,0.5640643980650875,149.82875194146231
Photograph (Acoustic),Rihanna,0.39925401064500693,0.31801547973513317,0.5820834824249435,92.34470805638279
About Damn Time (Remix),Taylor Swift,0.38259306708967683,0.13469535068757657,0.8287846428633228,142.44660392863886
Closer (Remix),Shakira,0.40189566547866795,0.44560298413807503,0.6906196123080319,115.17643256573854
God's Plan (Remix),Beyoncé,0.5979609580429861,0.538655202350742,0.690061219406176,116.74577152615034
Senorita (Remix),Taylor Swift,0.5324291210296724,0.5920597197094074,0.7553924433683873,94.81599552419408
Die For You,Katy Perry,0.7506697512593629,0.8323162753144386,0.8866800879064265,144.38335373472884
As It Was,Ariana Grande,0.319432197846067,0.8528276515283623,0.8374499431253729,117.05062787652322
Creepin',Ed Sheeran,0.5294887370023533,0.33646797676777773,0.5398586488800876,134.35344888731478
Perfect (Acoustic),Lady Gaga,0.640072414024239,0.4905953905311615,0.9111703657115701,78.67442564865314
Kill Bill,Harry Styles,0.3798740880583625,0.30631031541604037,0.693516515866402,102.1751729060159
Shape of You,Rosalía,0.8621443947151246,0.14271970383908955,0.7296017412909701,125.01411469498407
Dance Monkey (Remix),The Weeknd,0.5277994937625765,0.6627806498033619,0.8453593912714283,88.44256042107074
Paint The Town Red,Queen,0.7537656684480384,0.3416017250905873,0.9618604847376809,127.22513679183919
Kill Bill (Live),Adele,0.42455170213145543,0.48244498136273345,0.7601411463358543,106.76270831045167
Die For You,Arctic Monkeys,0.07936779258843878,0.5816953044098128,0.4380120988168694,104.44597410572052
Heat Waves (Remix),Bruno Mars,0.7493944990244058,0.34024901475113545,0.5545860509603979,130.2548796720195
Paint The Town Red (Remix),Post Malone,0.4733579004057559,0.7707773853410761,0.8697312783704264,123.41534950857246
Industry Baby,Anitta,0.8026277972780792,0.33333520176873455,0.45787071808740265,97.51986811272047
Greedy (Live),J Balvin,0.45011915532539176,0.289420896675737,0.7436768443050579,142.46283424616243
Shallow (Radio Edit),Post Malone,0.7310964102815339,0.2846010157950964,0.3594976449766695,130.10930054737074
One Dance,Adele,0.9538676092990253,0.7204206501026821,0.9264720453971502,79.7101800011308
Perfect (Radio Edit),Drake,0.4661028845462359,0.7650065481998868,0.8771719440615082,113.93644354347572
Drivers License (Radio Edit),Ed Sheeran,0.43938351731332187,0.7347409458546864,0.8789402509332996,127.4649663082122
Kiss Me More,Post Malone,0.627980350417233,0.37796933705491803,0.8773122952361827,117.77664759168108
Watermelon Sugar,Adele,0.47637523574612967,0.21819280608433533,0.8290295622229913,60.0
Thunder (Acoustic),Eminem,0.30078454884002676,0.3064686042981505,0.7862616494891663,121.27022904503215
Stay (Live),Rihanna,0.5360639846176873,0.5058397493052424,0.632126219833495,135.1510141860294
Senorita (Acoustic),Drake,0.4988571368512556,0.1553412196674301,0.5028795729372328,118.37152230370208
As It Was,Imagine Dragons,0.5714866450189626,0.5060089443242726,0.9432942567974788,121.10959096175274
Thunder,Eminem,0.8309016647323578,0.8132438571401994,0.7782650066511715,140.39806928285333
Kiss Me More,Eminem,0.49295446408905524,0.24905347497331382,0.8296047270012958,88.31525110471891
Havana (Radio Edit),Beyoncé,0.26860066494826834,0.9501967135719481,0.7783966326957442,134.7283474780234
Starboy,Rosalía,0.969604489666087,0.688534024223797,0.8022084407084649,126.79187606594101
Sunflower,David Guetta,0.12856316574956284,0.5977505535059708,0.7175866655729259,87.52695302878456
Believer (Live),Harry Styles,0.6445113257990099,0.7471978565821146,0.9556709018082441,133.95458367760492
Die For You (Live),Eminem,0.274635767213863,0.7922954232715357,0.7809299655840185,156.12395203862835
Starboy,Arctic Monkeys,0.7456294627761663,0.7001762848829302,0.5785041016393997,126.67647362352704
Thunder (Acoustic),Drake,0.7668912420277479,0.7974952699365535,0.5519986870276264,131.0894001383033
God's Plan,Anitta,0.32989173473031225,0.3117018612242076,0.42532805035858445,98.69232183548482
Heat Waves (Radio Edit),Katy Perry,0.663530500846304,0.2618054405890649,0.5158503423452513,107.6280377050154
Heat Waves (Remix),Arctic Monkeys,0.2715091892247628,0.44182233236703766,0.8966202566542589,99.64192505090338
Heat Waves,Calvin Harris,0.22402703900060958,0.3101925296538714,0.9465002913607183,127.91652046713453
Closer (Live),Calvin Harris,0.12914184240325258,0.7863965301552353,0.8336523478868904,109.64056056911124
As It Was (Radio Edit),Post Malone,0.5903248370701344,0.4258026291166876,0.5204200190312916,108.40612965351053
Starboy,Justin Bieber,0.6957876191529992,0.5975743193662039,0.6448742299412159,134.07491684528634
Creepin' (Acoustic),Maroon 5,0.651028351577538,0.7032693831130921,0.7053651937643457,153.39458598355276
Rockstar,Dua Lipa,0.3630708752208576,0.7564321006085589,0.7724326205141325,118.24688061364711
Believer (Radio Edit),Post Malone,0.246944662762971,0.6574293892653194,0.7941654487497257,88.50148826044432
Calm Down (Radio Edit),Billie Eilish,0.1967713379644367,0.5768696626091887,0.3704570842555249,120.80335204409415
Believer,Drake,0.5638540385467231,0.5796801794758312,0.6960825761344982,123.83121807094632
Sunflower (Live),Billie Eilish,0.9126439597248843,0.8436278983224145,0.9731877478738511,136.62818365178356
Senorita (Remix),Billie Eilish,0.7814281038868872,0.6499053956991607,0.7992973686321978,113.52967446948205
Levitating (Live),Shakira,0.7607522413471406,0.1358101191688536,0.7060084462916603,137.6201665275084
Levitating,Kendrick Lamar,0.573462934162748,0.7567398963539517,0.7015876174638962,134.5527931375574
Good 4 U,Dua Lipa,0.9450074652095333,0.3010842879826424,0.7334939887649893,114.03839479231999
Kill Bill,Lady Gaga,0.17339075545959662,0.8677969314896025,0.5887527626850227,136.40611176372306
Levitating (Remix),Katy Perry,0.6061793505716271,0.5298956874726299,0.766084290118011,138.60361569894712
One Dance (Live),Kendrick Lamar,0.7813962164871724,0.5294292410470401,0.9237194172180249,98.1775669561546
As It Was (Radio Edit),Arctic Monkeys,0.1956635159667099,0.537335008565495,0.586063495072759,139.2070988383288
Flowers (Remix),Coldplay,0.4853019028783693,0.7777837541665034,0.7418835170263933,117.60047230354749
Die For You,Eminem,0.49316842088876317,0.6789075523354013,0.348943719928497,115.0509100523252
Senorita,Taylor Swift,0.34239554012967366,0.6645525121871817,0.3550635532631788,117.84102750806342
Good 4 U (Acoustic),Rosalía,0.17169585773715207,0.9887865582523915,0.4992453747664217,144.8241535583516
Watermelon Sugar (Acoustic),Queen,0.884773299773861,0.7429550044043822,0.6720797490083348,144.76901798370307
Bad Guy,Kendrick Lamar,0.27109136805295203,0.3491410600075851,0.7202857975197601,129.52656624686733
Calm Down (Live),Queen,0.3283060043548363,0.6671123986982084,0.8315654335337751,125.39179048511717
As It Was,Beyoncé,0.366173044553541,0.638212268405166,0.8762351000531353,117.9140337936859
Dance Monkey,Dua Lipa,0.4336201838707415,0.5587132879912118,0.7739620410777058,173.96927810250844
Senorita (Acoustic),Billie Eilish,0.5775323201852529,0.7778504998362578,0.8004424041008387,106.30426371318745
Industry Baby (Radio Edit),J Balvin,0.7122514318486434,0.6469717744392912,0.7504227943576659,111.05635625929062
Bad Guy,Taylor Swift,0.7398927523659629,0.24593742062966656,0.817338407741346,126.04879073935889
Thunder (Acoustic),Shakira,0.911076127883734,0.29375513996378294,0.5064783309323726,101.86631636839323
Perfect (Live),Justin Bieber,0.582248633519846,0.283218205505266,0.6869995234922773,140.975100505532
Die For You (Remix),Post Malone,0.8790605228921126,0.7160588117990445,0.7477853516916521,90.5730558572221
Creepin' (Acoustic),Taylor Swift,0.4100689035197075,0.6845133706402003,0.6650873195022216,105.72268672855476
As It Was (Radio Edit),Calvin Harris,0.5244146855034801,0.7387201666534933,0.9209783809458012,111.96514430111762
Kill Bill (Remix),Ariana Grande,0.47341153040242206,0.43576939605997767,0.6930024063142088,99.906603525306
Industry Baby,Imagine Dragons,0.7048211796596074,0.7955827502221652,0.8670545436731284,140.8195152612641
Levitating (Acoustic),Ariana Grande,0.33367257901719416,0.40521525024841043,0.869649673609239,93.7002120905685
Greedy,Maroon 5,0.783937330195495,0.23646683930808798,0.7006838779159525,100.73630280943146
Drivers License (Remix),Kendrick Lamar,0.449797229599965,0.5317965109904141,0.7391037083657506,106.46232294975452
Strangers,Dua Lipa,0.5240556149380021,0.5602080071225891,0.8645454514815887,136.85990409040863
Calm Down (Radio Edit),Taylor Swift,0.3259956839721935,0.6417105071688077,0.7815119630752161,149.04941292546576
Love Yourself,Dua Lipa,0.4435910003730223,0.5801301434731545,0.670506136845055,130.44785658865885
Rockstar (Radio Edit),Adele,0.41579983723200364,0.41955475543775694,0.951916575487658,93.72613337683303
Perfect (Live),The Weeknd,0.5698673761934718,0.5967823565685819,0.8811316242629839,107.59622353256627
Bad Guy,Justin Bieber,0.16591500738093956,0.6837785666405007,0.9504128159357246,151.44162931868772
Dance Monkey,Rihanna,0.4848974379270873,0.5276055516567927,0.8548705609110002,120.57724444175741
God's Plan,Maroon 5,0.5513293233079474,0.36573916618829955,0.819863813606489,91.0838952418871
Save Your Tears (Acoustic),Coldplay,0.40864307518849996,0.4284627700336205,0.7854988993420172,163.88068542747945
Drivers License,Coldplay,0.7895334245148313,0.7797977368242639,0.7248442626069223,108.60426992603318
Drivers License,Beyoncé,0.6581363983752028,0.17816786529927864,0.5126749132097399,118.56936168659566
Drivers License (Radio Edit),Anitta,0.7274450894687855,0.5856128917760591,0.8912497706812171,106.30512680090624
Rockstar,Drake,0.2707550016315828,0.44243567075163276,0.8821780156299882,100.88855953029993
About Damn Time,Queen,0.5279532272164745,0.28625480069640613,0.5633874600399579,145.91964353670176
Flowers (Acoustic),Drake,0.06833451499103059,0.44790805373015435,0.7581561346537067,123.92455209844564
Water (Radio Edit),Coldplay,0.3237109784718368,0.571828202582918,0.5985476363293628,126.30615457128894
About Damn Time (Live),Post Malone,0.7702603672388165,0.66067704012272,0.5466894573344111,94.40958359909469
Thunder,Drake,0.2330161916156874,0.32303108822079013,0.4886847563356806,114.01448831693025
Kiss Me More (Acoustic),Bruno Mars,0.5559654631745656,0.7922542915036563,0.5659982432847058,107.5594691794351
Anti-Hero (Acoustic),Adele,0.21668553168035207,0.2808959722384767,0.6982402751970346,103.48691182671891
Greedy (Remix),Lady Gaga,0.14922200614082123,0.20491274731185002,0.7166266741331706,129.34624968300184
Die For You (Radio Edit),Eminem,0.7185541092582406,0.25147663771172707,0.758117966259424,113.24272037738015
God's Plan,Adele,0.4946086383047695,0.9427758591336796,0.808056986616264,133.85267516422124
Havana (Remix),Maroon 5,0.10172496101993005,0.2764703616810271,0.4547381351096766,134.41473882537363
Photograph (Remix),Bad Bunny,0.09659549568169373,0.36075761880223656,0.41402648417766286,111.29974265575812
Believer,Dua Lipa,0.536339360267551,0.3260907647848055,0.7475181611351877,129.07916366261034
Strangers (Radio Edit),Rihanna,0.6899107969834888,0.603251625932655,0.9179019094293612,110.75605154082429
Thunder (Radio Edit),David Guetta,0.32451418376023733,0.5763009005002122,0.9207757835703402,104.24179791940375
Stay (Remix),Coldplay,0.6814784256960218,0.3877425422540792,0.748529464244088,98.79470363066181
Believer,Anitta,0.566982838155707,0.13434358215696224,0.7707307014924591,121.71944833888314
Kill Bill (Live),Harry Styles,0.427999159436488,0.83183673409222,0.4249632905508014,105.16015666111426
Good 4 U (Acoustic),Taylor Swift,0.5664105347156728,0.7684732572360674,0.6235672610449646,147.56291231273954
Bad Guy (Remix),Drake,0.2387227494453461,0.7497445305865108,0.3833041382740401,152.51969348726817
Dance Monkey (Remix),David Guetta,0.47464579197881224,0.3135935199095583,0.8888166163739332,129.4984739454707
Closer (Acoustic),David Guetta,0.3048060086734422,0.26852117196988534,0.9221277210789668,124.87022603806676
Save Your Tears (Remix),Maroon 5,0.4464998528310423,0.7093980788665056,0.7330147640188228,120.3715207325296
Industry Baby,Billie Eilish,0.3708414730422278,0.3813064311463353,0.9320081788014832,167.47461258206843
God's Plan (Remix),Justin Bieber,0.20377340434762375,0.34341326475231565,0.587214658277201,159.24858828205637
Flowers (Remix),Bruno Mars,0.6101276817225841,0.3580016709322506,0.829362833000155,115.90831395225919
Senorita,Anitta,0.8894346972635343,0.699950339564356,0.5213391449092178,116.02208716616681
Die For You,Dua Lipa,0.6344311257206667,0.4000596742170107,0.7424044656169031,126.53863867152889
Starboy,Imagine Dragons,0.5222855311321477,0.3518264689573235,0.6512755069596282,96.40806447784313
Water,Maroon 5,0.6132085062103195,0.538301652842051,0.21864217149634044,84.0020681748556
Cruel Summer,Kendrick Lamar,0.7803722113077953,0.6281716687254989,0.8510718863218649,93.24083301788232
Rockstar,Kendrick Lamar,0.8671563157718304,0.4864783733818843,0.7856609754049153,113.96601875733411
Drivers License (Acoustic),Rosalía,0.45565740741004634,0.4345275678487555,0.4197124815168769,101.1007461162266
Industry Baby,Lady Gaga,0.38567543767890466,0.6870627556204825,0.7133606101412229,149.09713754591237
Greedy,Ariana Grande,0.541498638279176,0.7965700999446228,0.628273011863066,90.61487576011531
Blinding Lights,Anitta,0.30389434769256185,0.5966577405742003,0.7471507858476447,93.29070637112707
Drivers License (Radio Edit),Lady Gaga,0.1894267577477926,0.2802732387572712,0.8609353363273147,83.31152132803138
Industry Baby,Maroon 5,0.608531083544623,0.4490465972745767,0.5450976149498586,107.09379768315243
Believer (Acoustic),Imagine Dragons,0.6166967954013596,0.6761033076956781,0.8590731943564291,112.03354748868442
Believer,Calvin Harris,0.20501604001341558,0.23010208540640956,0.9171038083776594,118.40879774141428
Closer,Lady Gaga,0.34178755846410225,0.3630637085193051,0.5437690262903646,119.30402666579512
Anti-Hero,J Balvin,0.5183301460275765,0.6696126172932327,0.6390431869543097,107.56421293300151
Thinking Out Loud (Live),Post Malone,0.266767286031027,0.790385716784208,0.7924588874423036,98.95086333821769
Thinking Out Loud,Harry Styles,0.6026819918372245,0.4968302928850027,0.7903120688308863,128.3771351153848
Good 4 U (Radio Edit),The Weeknd,0.41034465025196337,0.8757065761636836,0.626584240477832,102.00597022025303
Thinking Out Loud (Remix),Rosalía,0.7868282371059564,0.38291313332100185,0.9251136559574069,135.62333598312586
Dance Monkey,Ariana Grande,0.7418583111434137,0.9531784928236486,0.9895158950440072,90.35182586619996
